id	label
2435	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ethanoligenens; s__
6633	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
5877	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
4780	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
779	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
5020	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__
1594	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
5095	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
1789	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
3812	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
866	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
3445	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
1549	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Gallionellales; f__Gallionellaceae; g__Gallionella; s__
1106	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
2826	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
437	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
5304	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__
6742	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae
4046	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
6131	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
6164	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
2043	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
572	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
1913	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
5155	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae
5507	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
6684	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
1132	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
6659	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae
408	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
1379	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae
3144	k__Bacteria; p__Proteobacteria
3243	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
2219	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
2711	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
910	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__; s__
6581	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
808	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
1149	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
2884	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
2382	k__Bacteria; p__Bacteroidetes
2335	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__
6099	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__JH-WHS99; f__; g__; s__
3549	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
5220	k__Bacteria; p__OD1; c__; o__; f__; g__; s__
5625	k__Bacteria
5652	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
1081	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
664	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
1267	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
2315	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
1656	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
1253	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
5569	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
4256	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__
4396	k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__
2517	k__Bacteria; p__Actinobacteria; c__OPB41; o__; f__; g__; s__
6414	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
2624	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae
6931	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
6019	k__Bacteria
6964	k__Bacteria
639	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
1630	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__
4713	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
2107	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
4269	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
6576	k__Bacteria; p__Planctomycetes; c__vadinHA49; o__p04_C01; f__; g__; s__
5315	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
3994	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
5712	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
4955	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
5769	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
780	k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__; g__; s__
6364	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
4796	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
496	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
217	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__UD5; g__; s__
4361	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
185	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
4551	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
4961	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
2121	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__
3753	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__
5734	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__
5374	k__Bacteria
6342	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
1323	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
3691	k__Bacteria
5333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
5384	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
6073	k__Bacteria
5816	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
512	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
193	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
6806	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales
6259	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__
4947	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
1404	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__
3662	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
4012	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
4417	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
2003	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
3484	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
3054	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
3238	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
57	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
3871	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__
6277	k__Bacteria; p__Fibrobacteres; c__TG3; o__TG3-1; f__B122; g__; s__
5197	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
1821	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Syntrophus; s__
3739	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
1422	k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__
3336	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
5834	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
2941	k__Bacteria
4069	k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__
4087	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__
4439	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
5969	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
2282	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__
4161	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
4870	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
1579	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
4747	k__Bacteria
4431	k__Bacteria
6868	k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__
3114	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
3163	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
6785	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
3944	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
5256	k__Bacteria; p__Chloroflexi; c__TK17; o__mle1-48; f__; g__; s__
2967	k__Bacteria
2688	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
827	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
3081	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
1557	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
5934	k__Bacteria; p__Bacteroidetes
5943	Unclassified
2310	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
4761	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
120	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
60	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__bowmanii
6645	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
6610	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
3919	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
980	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Cloacibacterium; s__
758	k__Bacteria; p__Acidobacteria; c__iii1-8; o__SJA-36; f__; g__; s__
4482	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__
5054	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
5001	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__Pedosphaera; s__
3466	k__Bacteria; p__Bacteroidetes
841	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
7058	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
5544	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
5519	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
2465	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__
385	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]
3244	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae
6981	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
6085	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
414	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae
207	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__
5294	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
2647	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
6515	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
6110	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__auto67_4W; g__; s__
6145	k__Bacteria
2250	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
591	k__Bacteria
5194	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
1930	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
5599	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__
5176	k__Bacteria
5522	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
3185	k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__
4357	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
3553	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
6537	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
2276	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
3895	k__Bacteria; p__OD1; c__; o__; f__; g__; s__
2416	k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__
4643	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
6548	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
2730	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__
1895	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
5759	k__Bacteria
1168	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales
2493	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
6468	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
6050	k__Bacteria
1342	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
1755	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
1722	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
3848	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
5675	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales
5356	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales
4928	k__Bacteria; p__Bacteroidetes
4273	k__Bacteria
1208	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
607	k__Bacteria; p__Chloroflexi; c__TK17; o__mle1-48; f__; g__; s__
1679	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
2523	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
2790	k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__
2164	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
6435	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
6442	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
5481	k__Bacteria; p__TM6
1233	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
6290	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
2168	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
1002	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__
1079	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinospicaceae; g__; s__
734	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
2048	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__
4570	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
261	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
2288	k__Bacteria
6847	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
3373	k__Bacteria
4142	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
2401	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__
3308	k__Bacteria; p__WS5; c__; o__; f__; g__; s__
3725	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
3770	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__
3328	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
1024	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
2908	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae
700	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
902	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
6336	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__
3048	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]
7043	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
6821	k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__
4897	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
3015	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__
3266	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__
5875	k__Bacteria
4786	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
105	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
535	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
5022	k__Bacteria
294	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
2433	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
6762	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
6719	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
5240	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
74	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
3089	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
864	k__Bacteria
3447	k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__LD19; g__; s__
1596	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__
311	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
6201	k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__
3810	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__
2448	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
1802	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
1104	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales
3382	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
6744	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
588	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
431	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae
3128	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales
6977	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
2582	k__Bacteria; p__Chlorobi; c__BSV26; o__C20; f__; g__; s__
6799	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
5157	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
5505	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
2303	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Sulfuritalea; s__
2768	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
6166	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
1912	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
6686	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__
1130	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
574	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
4728	k__Bacteria
3570	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
5048	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
3146	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
5793	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
3927	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae
6159	k__Bacteria
1521	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
2882	k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__
2337	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__FFCH4570; g__; s__
5168	k__Bacteria; p__Proteobacteria
2783	k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
6671	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae
5288	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__
5650	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Anaerovorax; s__
1087	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__
6948	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
666	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
1265	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
1654	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
1609	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria
4250	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
